新浪,SINA
find no security_id for usCHSY
find no security_id for usCICHY
find no security_id for usZHDM
find no security_id for usZHEXF
find no security_id for usCITAY
find no security_id for usZHYLF
find no security_id for usCICOY
find no security_id for usCIDHY
find no security_id for usCHSTY
find no security_id for usCIVN
find no security_id for usCIFHY
find no security_id for usCIHD
find no security_id for usCIHKY
find no security_id for usZIJMF
find no security_id for usCHOR
find no security_id for usZLIOY
find no security_id for usZTCOF
find no security_id for usCHLBF
find no security_id for usCIWT
find no security_id for usZYCI
find no security_id for usTAAI
find security_id=210002 for 腾讯控股(ADR) usTCEHY
find no security_id for usTCEPY
find no security_id for usTCYMF
find no security_id for usCKGT
find no security_id for usCKUN
find no security_id for usSHWGY
find no security_id for usSHZNY
find no security_id for usSIMTF
find no security_id for usOROVY
find no security_id for usTCTZF
find no security_id for usTCYMY
find no security_id for usSIELY
find no security_id for usSIOLY
find no security_id for usTRUHF
find no security_id for usSWRBY
find no security_id for usORSX
find no security_id for usPBEP
find no security_id for usCHNC
find no security_id for usPIAIF
find no security_id for usPKSGY
find no security_id for usKSTV
find no security_id for usWOSSF
find no security_id for usWSYS
find no security_id for usWTFS
find no security_id for usWUMSF
find no security_id for usWWNTF
find no security_id for usWYNMF
find no security_id for usZHEXY
find no security_id for usZIJMY
find no security_id for usZTCOY
find no security_id for usWUMSY
find no security_id for usWWNTY
find no security_id for usWYNMY
find no security_id for usMNOIY
find no security_id for usNOBGY
find no security_id for usCLPXY
find no security_id for usCMAKY
find no security_id for usCMNW
find no security_id for usPNGAY
find no security_id for usCNER
find no security_id for usCPCAY
find no security_id for usCPDV
find no security_id for usCPKPF
find no security_id for usCRHKY
find no security_id for usCRHO
find no security_id for usCRJI
find no security_id for usCRUI
find no security_id for usCHOLY
find no security_id for usCHOLF
find no security_id for usCRWOY
find no security_id for usCSDXY
find no security_id for usCSEHY
find no security_id for usCSGH
find no security_id for usCSGJ
find no security_id for usCSKD
find no security_id for usCCGY
find no security_id for usCSNH
find no security_id for usCSOL
find no security_id for usCSRGY
find no security_id for usCSUAY
find no security_id for usCSWG
find no security_id for usCSWYY
find no security_id for usCTEK
find no security_id for usCTHL
find no security_id for usCTPCY
find no security_id for usCTVZ
find no security_id for usCPKPY
find no security_id for usHUAZ
find no security_id for usCCOZY
find no security_id for usCCOZF
find no security_id for usCDBH
find no security_id for usCDBT
find no security_id for usCDGXF
find no security_id for usCDSG
find no security_id for usAIRYY
find no security_id for usBACHF
find no security_id for usBCAUF
find no security_id for usBKEAF
find no security_id for usCICHF
find no security_id for usBYDDY
find no security_id for usDPNEY
find no security_id for usDRCR
find no security_id for usDUKS
find no security_id for usDXIN
find no security_id for usEAST
find no security_id for usEESC
find no security_id for usEKONY
find no security_id for usENHD
find no security_id for usESPGY
find no security_id for usFEPU
find no security_id for usFIRRY
find no security_id for usFLMS
find no security_id for usFPAFF
find no security_id for usFXCNY
find no security_id for usGGDVY
find security_id=211907 for Guggenheim usGHII
find no security_id for usGIGNF
find no security_id for usGIGNY
find no security_id for usGMDTF
find no security_id for usGOEG
find no security_id for usGPHG
find no security_id for usGTVI
find no security_id for usGWLLY
find no security_id for usGXYEF
find no security_id for usGXYEY
find no security_id for usGZPHY
find no security_id for usGZUHY
find no security_id for usHDVTY
find no security_id for usHEGIF
find no security_id for usHEGIY
find no security_id for usFPAFY
find no security_id for usCVPH
find no security_id for usCWPWF
find no security_id for usCWYCY
find no security_id for usCYDI
find no security_id for usCYHM
find no security_id for usCYIG
find no security_id for usDCRD
find no security_id for usDFEL
find no security_id for usDFIHY
find no security_id for usDGDH
find no security_id for usDGWIY
find no security_id for usDION
find no security_id for usDIPGY
find no security_id for usDKSP
find no security_id for usDNFGF
find no security_id for usDNGH
find no security_id for usDPNEF
find no security_id for usDNFGY
find security_id=205440 for 兰亭集势 usLITB
find security_id=207856 for 平潭海洋公司 usPME
find security_id=206544 for 鲈乡农村小额贷款 usCCCR
find security_id=201231 for 58同城 usWUBA
find security_id=201048 for 500彩票网 usWBAI
find security_id=201303 for 汽车之家 usATHM
find security_id=201455 for AMC院线 usAMC
find security_id=208443 for 诺华家具有限公司 usNVFY
find security_id=206775 for 微博 usWB
find security_id=204572 for 达内科技 usTEDU
find security_id=207029 for 乐居 usLEJU
find security_id=206625 for 爱康国宾 usKANG
find security_id=210029 for 京东 usJD
find security_id=210017 for 途牛 usTOUR
find security_id=210015 for 猎豹移动 usCMCM
find no security_id for usGOAS
find security_id=210031 for 聚美优品 usJMEI
find security_id=210030 for 智联招聘 usZPIN
find security_id=204147 for 迅雷 usXNET
find security_id=210182 for 阿里巴巴 usBABA
find security_id=210501 for 天华阳光 usSKYS
find security_id=210535 for 一嗨租车 usEHIC
find security_id=210617 for 陌陌 usMOMO
find security_id=71429601310964 for 钜派投资 usJP
find security_id=211516 for 宜人贷 usYRD
find security_id=211644 for 百济神州 usBGNE
find security_id=211788 for 银科控股 usYIN
find security_id=211883 for 无忧英语 usCOE
find security_id=72842645552049 for 窝窝团 usJMU
find security_id=212068 for 北京国双科技有限公司 usGSUM
find security_id=72988674440207 for China usCLDC
find security_id=212271 for 中通快递 usZTO
find security_id=201345 for 微软 usMSFT
find security_id=202276 for 雅虎 usYHOO
find security_id=202736 for 谷歌 usGOOG
find security_id=203557 for 电子海湾公司 usEBAY
find security_id=205111 for 亚马逊 usAMZN
find security_id=201926 for 英特尔 usINTC
find security_id=205189 for 苹果 usAAPL
find security_id=202187 for 诺基亚 usNOK
find security_id=205468 for 爱立信 usERIC
find security_id=202722 for Adobe usADBE
find security_id=203054 for IBM usIBM
find security_id=201933 for 德州仪器 usTXN
find security_id=201797 for 思科 usCSCO
find security_id=203091 for 美国电话电报 usT
find security_id=202040 for 沃达丰 usVOD
find security_id=203287 for 希捷科技 usSTX
find security_id=202310 for 甲骨文 usORCL
find security_id=203134 for 高通 usQCOM
find security_id=203248 for 斯普林特奈科斯特公司 usS
find no security_id for usEMC
find security_id=201105 for 高知特 usCTSH
find security_id=205683 for 威瑞森 usVZ
find security_id=203225 for 阿利根尼 usATI
find no security_id for usN
find security_id=203028 for 惠普 usHPQ
find security_id=205816 for 美国超微公司 usAMD
find security_id=202597 for 英伟达 usNVDA
find security_id=201967 for SAP usSAP
find no security_id for usPLCM
find security_id=203255 for 阿克迈 usAKAM
find security_id=205165 for 摩托罗拉解决方案 usMSI
find security_id=202035 for 摩托罗拉移动控股公司 usMMI
find no security_id for usLNKD
find security_id=201316 for Yandex usYNDX
find security_id=205879 for GroupOn usGRPN
find security_id=206004 for Zynga usZNGA
find security_id=206153 for Facebook usFB
find security_id=201442 for 索尼 usSNE
find security_id=205562 for 日本电报电话 usNTT
find security_id=201830 for 孟山都 usMON
find security_id=203563 for 埃森哲 usACN
find security_id=206114 for 奈飞 usNFLX
find security_id=205485 for 威睿 usVMW
find security_id=206492 for 泰勒科技 usTYL
find security_id=202233 for 美信集成 usMXIM
find security_id=202013 for 瞻博网络 usJNPR
find security_id=206070 for 思杰系统 usCTXS
find security_id=201755 for 易昆尼克斯 usEQIX
find security_id=206563 for 红帽 usRHT
find security_id=202041 for 电话数据 usTDS
find security_id=203003 for 科磊 usKLAC
find security_id=206303 for Yelp usYELP
find security_id=203043 for 赛灵思 usXLNX
find security_id=205513 for 赛富时公司 usCRM
find security_id=202091 for 太阳城公司 usSCTY
find security_id=202426 for 捷普科技 usJBL
find security_id=205349 for 美国网存 usNTAP
find security_id=201279 for 赛门铁克 usSYMC
find security_id=206236 for Axcelis科技设计公司 usACLS
find security_id=202445 for 康宁 usGLW
find security_id=202361 for AECOM usACM
find security_id=202449 for 泰瑞达 usTER
find security_id=203412 for 旅行顾问 usTRIP
find security_id=206718 for 现在服务公司 usNOW
find security_id=203084 for 威瑞信 usVRSN
find security_id=202448 for NTT道康姆 usDCM
find security_id=202131 for 微芯科技 usMCHP
find security_id=203397 for 欧特克 usADSK
find security_id=206816 for 艾斯本 usAZPN
find security_id=206216 for 艾利斯 usARRS
find security_id=201673 for 微妙通讯 usNUAN
find security_id=202343 for 阿克西鄂姆 usACXM
find security_id=202364 for ASCENT资本集团 usASCMA
find security_id=205997 for F5网络 usFFIV
find security_id=203433 for 博科 usBRCD
find security_id=205774 for 美国塞纳 usCERN
find security_id=203311 for 电子艺界 usEA
find security_id=203226 for 财捷 usINTU
find security_id=202155 for 动视暴雪 usATVI
find security_id=205246 for 回声星通信 usSATS
find security_id=203550 for 克里科技 usCREE
find security_id=203514 for 天宝导航公司 usTRMB
find security_id=202988 for Stratasys usSSYS
find security_id=202798 for ATN usATNI
find security_id=201320 for 应用材料 usAMAT
find security_id=205249 for 工作日公司 usWDAY
find no security_id for usAVG
find security_id=202036 for 国际游戏科技 usIGT
find security_id=202585 for 天睿公司 usTDC
find security_id=205454 for 西部数据 usWDC
find no security_id for usCPHD
find security_id=205458 for Syntel usSYNT
find security_id=203506 for 拉姆研究 usLRCX
find security_id=202119 for 联合电脑 usCA
find security_id=205416 for 飞塔信息 usFTNT
find security_id=201405 for 铿腾电子 usCDNS
find security_id=202279 for 3D系统 usDDD
find security_id=206012 for 康沃系统 usCVLT
find security_id=202800 for 亚德诺 usADI
find security_id=201776 for Fromtier通信B系列 usFTR
find security_id=205222 for 凌力尔特 usLLTC
find security_id=206815 for 厄比奎蒂 usUBNT
find no security_id for usFEIC
find security_id=201833 for 施乐 usXRX
find security_id=202572 for 艾睿 usARW
find security_id=203085 for 思捷思 usCSC
find security_id=206188 for Medidata解决方案公司 usMDSO
find security_id=206368 for 美国新星 usNSR
find security_id=202214 for 安诺电子 usAPH
find security_id=206117 for 美光科技 usMU
find security_id=201881 for 杜比 usDLB
find security_id=206566 for 黑莓 usBBRY
find security_id=201427 for Twitter usTWTR
find no security_id for usNMBL
find no security_id for usNTDOY
find security_id=211212 for PayPal usPYPL
find security_id=73929272278628 for Snap usSNAP
find security_id=203564 for 高盛 usGS
find security_id=205541 for 花旗 usC
find security_id=205291 for 美国银行 usBAC
find security_id=203279 for 摩根大通 usJPM
find security_id=203543 for 摩根士丹利 usMS
find security_id=202195 for 美国国际集团 usAIG
find security_id=202978 for 大都会人寿 usMET
find security_id=205262 for 万事达 usMA
find security_id=206201 for 维萨卡公司 usV
find security_id=202965 for 富国银行 usWFC
find security_id=205086 for 伯克希尔 usBRK.A
find security_id=201753 for 地区金融 usRF
find security_id=203122 for 纽约梅隆银行 usBK
find security_id=202742 for 美国运通 usAXP
find security_id=201324 for 信诺 usCI
find security_id=203445 for 美国合众银行 usUSB
find security_id=203140 for 第一资本 usCOF
find security_id=203136 for 好事达 usALL
find security_id=201956 for 美国哈特福德金融 usHIG
find security_id=202633 for 旅行者财产险集团 usTRV
find security_id=201332 for 三菱日联金融 usMTU
find security_id=202762 for 瑞穗金融 usMFG
find security_id=206655 for 三井住友金融 usSMFG
find security_id=201588 for 野村控股 usNMR
find security_id=201707 for 西蒙地产 usSPG
find security_id=203490 for 道夫金融公司 usAF
find security_id=206158 for 新浪 usSINA
find security_id=201532 for 搜狐 usSOHU
find security_id=201088 for 网易 usNTES
find security_id=205354 for 百度 usBIDU
find security_id=202374 for 第九城市 usNCTY
find no security_id for usKZ
find security_id=201382 for 金融界 usJRJC
find security_id=201250 for 携程网 usCTRP
find security_id=202444 for 前程无忧 usJOBS
find security_id=201527 for UT斯达康 usUTSI
find security_id=205648 for 泰克飞石 usCNTF
find security_id=202354 for 中芯国际 usSMI
find no security_id for usACTS
find security_id=201034 for 新东方 usEDU
find no security_id for usVISN
find security_id=205527 for 航美传媒 usAMCN
find security_id=201141 for 中国铝业 usACH
find security_id=206454 for 中海油 usCEO
find security_id=202874 for 玉柴国际 usCYD
find security_id=202411 for 广深铁路 usGSH
find security_id=201404 for 中国移动 usCHL
find security_id=206678 for 中国人寿 usLFC
find security_id=205352 for SORL汽车零部件公司 usSORL
find security_id=201236 for 中国电信 usCHA
find security_id=205685 for 中石化 usSNP
find security_id=206577 for 上石化 usSHI
find security_id=203180 for 兖州煤业 usYZC
find security_id=201654 for 东方航空 usCEA
find no security_id for usEFUT
find security_id=206307 for 华能电力 usHNP
find security_id=202600 for 南方航空 usZNH
find security_id=201085 for 阿特斯太阳能 usCSIQ
find security_id=201657 for 比克电池 usCBAK
find security_id=201747 for 中汽系统 usCAAS
find security_id=203224 for 中国天然资源 usCHNR
find no security_id for usNDAC
find security_id=206045 for 富维薄膜 usFFHL
find no security_id for usNTE
find security_id=202667 for 正保远程教育 usDL
find no security_id for usSTV
find security_id=202618 for 鑫苑置业 usXIN
find security_id=206215 for 橡果国际 usATV
find security_id=201526 for 昱辉阳光 usSOL
find no security_id for usTSL
find security_id=202846 for 英利绿色能源 usYGE
find no security_id for usCISG
find security_id=205403 for 奇景光电 usHIMX
find security_id=201509 for 晶澳太阳能 usJASO
find security_id=203099 for 凹凸科技 usOIIM
find security_id=202128 for 慧荣科技 usSIMO
find security_id=201942 for 中石油 usPTR
find security_id=201209 for 中国联通(香港) usCHU
find security_id=202432 for 日月光半导体 usASX
find security_id=202665 for 友达光电 usAUO
find security_id=202020 for 台积电 usTSM
find security_id=205595 for 联电 usUMC
find security_id=206783 for 矽品 usSPIL
find security_id=206090 for 和信超媒体公司 usGIGM
find security_id=201125 for 畅游 usCYOU
find security_id=201799 for 汉庭 usHTHT
find security_id=206672 for 中华电信 usCHT
find no security_id for usSYUT
find no security_id for usCCGM
find security_id=201130 for 搜房网 usSFUN
find no security_id for usDYNP
find security_id=201251 for 蓝汛 usCCIH
find security_id=202156 for 诺亚财富 usNOAH
find security_id=201031 for 易车网 usBITA
find security_id=205073 for 希尼亚 usXNY
find security_id=201262 for 康迪车业 usKNDI
find security_id=202607 for 中网在线 usCNET
find security_id=205617 for ATA公司 usATAI
find no security_id for usLIWA
find security_id=206620 for 山东昱合 usYUII
find no security_id for usHEAT
find no security_id for usTXIC
find security_id=201134 for 晶科能源 usJKS
find no security_id for usRINO
find security_id=201417 for 大全新能源 usDQ
find no security_id for usCRTP
find no security_id for usCHBT
find security_id=201314 for 汉广厦房地产 usHGSH
find security_id=201338 for 奥瑞金种业 usSEED
find no security_id for usBEST
find no security_id for usWATG
find no security_id for usCCME
find no security_id for usFUQI
find security_id=202460 for 环球资源 usGSOL
find security_id=206054 for 海湾资源 usGURE
find no security_id for usCAST
find security_id=202376 for 新奥混凝土 usCADC
find security_id=203483 for JF中国基金 usJFC
find security_id=201651 for 武汉通用 usWUHN
find no security_id for usFEED
find security_id=205804 for 中国脐带血库 usCO
find security_id=206035 for 研控科技 usRCON
find no security_id for usABAT
find security_id=201184 for 和利时自动化 usHOLI
find security_id=201064 for 联合信息 usKONE
find security_id=206165 for 天人果汁 usSPU
find no security_id for usCIIC
find security_id=202922 for 中国医药控股有限公司 usCPHI
find no security_id for usAPWR
find security_id=206588 for 盈丰科技 usCREG
find security_id=203454 for 中环球船务 usSINO
find no security_id for usJGBO
find no security_id for usCHNG
find no security_id for usSCEI
find security_id=201078 for 中国风能技术 usCLNT
find no security_id for usCHIO
find security_id=202021 for 鑫达集团 usCXDC
find no security_id for usCELM
find security_id=201340 for 九洲大药房 usCJJD
find security_id=201835 for 泰和诚医疗 usCCM
find no security_id for usSBAY
find security_id=206347 for 绿润集团 usALN
find security_id=201074 for 奥星制药 usBSPM
find no security_id for usCDII
find security_id=205970 for 中国汽车物流 usCALI
find security_id=206540 for 科兴生物 usSVA
find security_id=205632 for 中国绿色农业 usCGA
find no security_id for usVALV
find no security_id for usNOEC
find security_id=201494 for 博润 usBORN
find security_id=206260 for 东方纸业 usONP
find security_id=201092 for 奥盛创新 usOSN
find security_id=201077 for 世纪互联 usVNET
find security_id=205442 for 人人网 usRENN
find security_id=203009 for 网秦 usNQ
find security_id=201177 for 凤凰新媒体 usFENG
find security_id=205502 for 正兴集团 usZX
find security_id=206115 for 中国信息技术 usCNIT
find security_id=201274 for 唯品会 usVIPS
find security_id=206804 for 欢聚时代 usYY
find security_id=201042 for 香港德卫集团 usDSWL
